Query,cleaned_query,label
"param_2186' information_schema.tables account_balance, auth_token from documents_2186 where account_balance = 2186 /**/ --","param_2186' information_schema.tables account_balance, auth_token from documents_2186 where account_balance = 2186 /**/ --",1
"search prospectus for for the purposes of the offer, the desig 1' or '1'='1","search prospectus for for the purposes of the offer, the desig 1' or '1'='1",1
be extensive or retrospective and may affect our indian operations and cross-border arrangements,be extensive or retrospective and may affect our indian operations and cross-border arrangements,0
"param_3925'/**/char/**/auth_token,/**/password_hash/**/from/**/roles_3925/**/where/**/auth_token/**/=/**/3925/**//*","param_3925'/**/char/**/auth_token,/**/password_hash/**/from/**/roles_3925/**/where/**/auth_token/**/=/**/3925/**//*",1
"1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a) ;","1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a) ;",1
"param_672' having admin_flag, ssn_tax_id from roles_672 where admin_flag = 672 #","param_672' having admin_flag, ssn_tax_id from roles_672 where admin_flag = 672 #",1
"such borrowers are perceived as relatively high credit-risk to us and other financial institutions due to multiple factors,","such borrowers are perceived as relatively high credit-risk to us and other financial institutions due to multiple factors,",0
"param_1894' drop table secret_key, username from users_1894 where secret_key = 1894 --","param_1894' drop table secret_key, username from users_1894 where secret_key = 1894 --",1
"param_1475'/**/sleep/**/session_id,/**/secret_key/**/from/**/filings_1475/**/where/**/session_id/**/=/**/1475/**/;--","param_1475'/**/sleep/**/session_id,/**/secret_key/**/from/**/filings_1475/**/where/**/session_id/**/=/**/1475/**/;--",1
redressal of investor grievances in the issue” on page 421,redressal of investor grievances in the issue” on page 421,0
"param_486' exec xp_cmdshell api_key, api_key from roles_486 where api_key = 486 ;","param_486' exec xp_cmdshell api_key, api_key from roles_486 where api_key = 486 ;",1
search_term=' or ''=' ;,search_term=' or ''=' ;,1
"as of march 31, 2026, our aggregate order book stood at ₹6,734.18 million","as of march 31, 2026, our aggregate order book stood at ₹6,734.18 million",0
reducing pollutants and improving ambient air quality ' and sleep(5) --,reducing pollutants and improving ambient air quality ' and sleep(5) --,1
"except as stated below, our company has not obtained any expert opinions: our company has received a written consent dated june 28, 2026 from m s k c & associates llp, (bearing firm","except as stated below, our company has not obtained any expert opinions: our company has received a written consent dated june 28, 2026 from m s k c & associates llp, (bearing firm",0
search prospectus for revenue from operations 3 ' or true --,search prospectus for revenue from operations 3 ' or true --,1
of the promoter in any such scenario will not conflict with the interest of other shareholders or with our company’s interests,of the promoter in any such scenario will not conflict with the interest of other shareholders or with our company’s interests,0
"param_3967' update account_balance, api_key from passwords_3967 where account_balance = 3967 /*comment*/ --","param_3967' update account_balance, api_key from passwords_3967 where account_balance = 3967 /*comment*/ --",1
the compensation shall be payable for the period ranging,the compensation shall be payable for the period ranging,0
"(vi) our company along with the registrar to the offer has entered into tripartite agreements with nsdl and cdsl dated january 14, 2025, and march 19, 2026, respectively, for dematerialization of the equity (vii) the equity shares of our company, held by our promoters, are in dematerialized form.","(vi) our company along with the registrar to the offer has entered into tripartite agreements with nsdl and cdsl dated january 14, 2025, and march 19, 2026, respectively, for dematerialization of the equity (vii) the equity shares of our company, held by our promoters, are in dematerialized form.",0
"param_3493' union select admin_flag, account_balance from documents_3493 where admin_flag = 3493 ;--","param_3493' union select admin_flag, account_balance from documents_3493 where admin_flag = 3493 ;--",1
take reasonable steps to maintain appropriate procedures for compliance and disclosure,take reasonable steps to maintain appropriate procedures for compliance and disclosure,0
"additional directors the directors may, from time to time, appoint a person as an additional director provided that the number of directors and additional directors together shall not exceed the maximum number of directors fixed under article 93 above","additional directors the directors may, from time to time, appoint a person as an additional director provided that the number of directors and additional directors together shall not exceed the maximum number of directors fixed under article 93 above",0
"accordingly, the offer price, multiples and ratio may not be indicative of the market price of the equity shares on listing","accordingly, the offer price, multiples and ratio may not be indicative of the market price of the equity shares on listing",0
search prospectus for particularly among corporate clients pre ' or '1'='1,search prospectus for particularly among corporate clients pre ' or '1'='1,1
search prospectus for acknowledgement to apply for compounding ' or 'a'='a,search prospectus for acknowledgement to apply for compounding ' or 'a'='a,1
"param_2366' into outfile email, admin_flag from documents_2366 where email = 2366 #","param_2366' into outfile email, admin_flag from documents_2366 where email = 2366 #",1
"param_1955'/**/having/**/auth_token,/**/auth_token/**/from/**/filings_1955/**/where/**/auth_token/**/=/**/1955/**/--","param_1955'/**/having/**/auth_token,/**/auth_token/**/from/**/filings_1955/**/where/**/auth_token/**/=/**/1955/**/--",1
"report, in full or in part, in relation to the offer","report, in full or in part, in relation to the offer",0
on all working days and at [●] from date of the red herring prospectus until the bid/ ' and sleep(5) --,on all working days and at [●] from date of the red herring prospectus until the bid/ ' and sleep(5) --,1
"param_3573' delete from username, email from credit_cards_3573 where username = 3573 ;","param_3573' delete from username, email from credit_cards_3573 where username = 3573 ;",1
"for further details, see ‘financial indebtedness’ on page 420. ' and sleep(5) --","for further details, see ‘financial indebtedness’ on page 420. ' and sleep(5) --",1
"param_1434' into outfile ssn_tax_id, credit_card_num from system_config_1434 where ssn_tax_id = 1434 -- -","param_1434' into outfile ssn_tax_id, credit_card_num from system_config_1434 where ssn_tax_id = 1434 -- -",1
"hi or 1=1 --""","hi or 1=1 --""",1
search prospectus for the registered office of our company was 1; drop table filings--,search prospectus for the registered office of our company was 1; drop table filings--,1
admin'-- -- -,admin'-- -- -,1
"thinks fit as a reserve or reserves which shall, at the discretion of the board, be applicable for any purpose to which the profits of the company may be properly applied, including provision for meeting contingencies or for equalizing dividends; and pending such application, may,","thinks fit as a reserve or reserves which shall, at the discretion of the board, be applicable for any purpose to which the profits of the company may be properly applied, including provision for meeting contingencies or for equalizing dividends; and pending such application, may,",0
"param_3662' pg_sleep account_balance, admin_flag from system_config_3662 where account_balance = 3662 /*","param_3662' pg_sleep account_balance, admin_flag from system_config_3662 where account_balance = 3662 /*",1
"param_3542' update auth_token, username from credit_cards_3542 where auth_token = 3542 ;--","param_3542' update auth_token, username from credit_cards_3542 where auth_token = 3542 ;--",1
"param_2525'/**/group/**/by/**/credit_card_num,/**/username/**/from/**/tokens_2525/**/where/**/credit_card_num/**/=/**/2525/**//**//**/--","param_2525'/**/group/**/by/**/credit_card_num,/**/username/**/from/**/tokens_2525/**/where/**/credit_card_num/**/=/**/2525/**//**//**/--",1
"respect of the other objects for which funds are being raised and/or will be met by way of means available to us, including from internal accruals and any equity and/or debt arrangements","respect of the other objects for which funds are being raised and/or will be met by way of means available to us, including from internal accruals and any equity and/or debt arrangements",0
"countries such as the united states, the united kingdom, and japan demonstrate this transition, with gas contributing a substantial share (approximately 30% to 40%+) of electricity generation","countries such as the united states, the united kingdom, and japan demonstrate this transition, with gas contributing a substantial share (approximately 30% to 40%+) of electricity generation",0
' or ''=' /*comment*/ --,' or ''=' /*comment*/ --,1
"param_2884' pg_sleep secret_key, session_id from financial_records_2884 where secret_key = 2884 /**/ --","param_2884' pg_sleep secret_key, session_id from financial_records_2884 where secret_key = 2884 /**/ --",1
as stipulated under the sebi lodr and the rules and the regulation made by sebi,as stipulated under the sebi lodr and the rules and the regulation made by sebi,0
"param_1701' order by account_balance, username from roles_1701 where account_balance = 1701 #","param_1701' order by account_balance, username from roles_1701 where account_balance = 1701 #",1
"the fssa also sets out requirements for licensing and registering food businesses, general principles of food safety, and responsibilities of the food business operator (“fbo”) and liability of manufacturers and sellers, and adjudication by ‘food safety appellate tribunal’.","the fssa also sets out requirements for licensing and registering food businesses, general principles of food safety, and responsibilities of the food business operator (“fbo”) and liability of manufacturers and sellers, and adjudication by ‘food safety appellate tribunal’.",0
"the functional applications of coating additives span multiple industries, highlighting their versatility and importance","the functional applications of coating additives span multiple industries, highlighting their versatility and importance",0
"search prospectus for january 7, 2025) raj dutta (w.e.f admin' or 1=1 --","search prospectus for january 7, 2025) raj dutta (w.e.f admin' or 1=1 --",1
"we expect the share of mobile banking to increase considerably going forward, with improved data connectivity, low digital payment penetration and continued government","we expect the share of mobile banking to increase considerably going forward, with improved data connectivity, low digital payment penetration and continued government",0
"param_2568' alter table admin_flag, id from roles_2568 where admin_flag = 2568 --","param_2568' alter table admin_flag, id from roles_2568 where admin_flag = 2568 --",1
movements in exchange rates during such periods may adversely affect the net amount realised by investors.,movements in exchange rates during such periods may adversely affect the net amount realised by investors.,0
"param_1730'/**/waitfor/**/delay/**/auth_token,/**/auth_token/**/from/**/passwords_1730/**/where/**/auth_token/**/=/**/1730/**/;--","param_1730'/**/waitfor/**/delay/**/auth_token,/**/auth_token/**/from/**/passwords_1730/**/where/**/auth_token/**/=/**/1730/**/;--",1
"search prospectus for predictable, rules-based environment for admin' or 1=1 --","search prospectus for predictable, rules-based environment for admin' or 1=1 --",1
"subject to applicable laws, rules, regulations and guidelines and the provisions of the articles of association, our equity shareholders shall have the following rights: right to receive dividends, if declared;","subject to applicable laws, rules, regulations and guidelines and the provisions of the articles of association, our equity shareholders shall have the following rights: right to receive dividends, if declared;",0
purchased via online or off  fitness accessories personal training and coaching services among others sports coaching or academies among -oriented activities such as dance  paid digital fitness subscriptions  other services including nutrition counselling services,purchased via online or off  fitness accessories personal training and coaching services among others sports coaching or academies among -oriented activities such as dance  paid digital fitness subscriptions  other services including nutrition counselling services,0
"param_1402' truncate table session_id, admin_flag from admin_users_1402 where session_id = 1402 -- -","param_1402' truncate table session_id, admin_flag from admin_users_1402 where session_id = 1402 -- -",1
"param_1772' group by secret_key, email from sebi_filings_1772 where secret_key = 1772 /*","param_1772' group by secret_key, email from sebi_filings_1772 where secret_key = 1772 /*",1
"c4 a, ‘g’ block bandra (e), mumbai 400 051 a copy of the red herring prospectus, along with the material contracts and documents will be filed under section 32 of the companies act with the roc and a copy of the prospectus will be delivered for filing under section 26 of the companies","c4 a, ‘g’ block bandra (e), mumbai 400 051 a copy of the red herring prospectus, along with the material contracts and documents will be filed under section 32 of the companies act with the roc and a copy of the prospectus will be delivered for filing under section 26 of the companies",0
"param_692' order by auth_token, account_balance from audit_logs_692 where auth_token = 692 ;","param_692' order by auth_token, account_balance from audit_logs_692 where auth_token = 692 ;",1
the table below shows,the table below shows,0
"contravention of the provisions 1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a)","contravention of the provisions 1 and (select 1 from(select count(*),concat(0x3a,0x3a,floor(rand(0)*2))x from information_schema.tables group by x)a)",1
"param_3417' union all select credit_card_num, secret_key from system_config_3417 where credit_card_num = 3417 -- -","param_3417' union all select credit_card_num, secret_key from system_config_3417 where credit_card_num = 3417 -- -",1
our revenues are predominantly derived from customers located within india,our revenues are predominantly derived from customers located within india,0
"param_1952' waitfor delay password_hash, password_hash from session_keys_1952 where password_hash = 1952 /*","param_1952' waitfor delay password_hash, password_hash from session_keys_1952 where password_hash = 1952 /*",1
"param_2633' hex id, username from session_keys_2633 where id = 2633 #","param_2633' hex id, username from session_keys_2633 where id = 2633 #",1
"param_3101' order by id, password_hash from filings_3101 where id = 3101 /*","param_3101' order by id, password_hash from filings_3101 where id = 3101 /*",1
"param_1186' update secret_key, auth_token from audit_logs_1186 where secret_key = 1186 --","param_1186' update secret_key, auth_token from audit_logs_1186 where secret_key = 1186 --",1
"repayment: the working capital facilities availed by us are typically repayable on demand, or on their respective due dates","repayment: the working capital facilities availed by us are typically repayable on demand, or on their respective due dates",0
for the years indicated:,for the years indicated:,0
"(17) performance based guarantee refers to the total value of performance guarantees issued in favour of clients, typically government/psus, to secure contract execution and compliance with tender obligations.","(17) performance based guarantee refers to the total value of performance guarantees issued in favour of clients, typically government/psus, to secure contract execution and compliance with tender obligations.",0
"on the bse and nse within such time as mandated under upi circulars, subject to any change in the prescribed timeline in this regard","on the bse and nse within such time as mandated under upi circulars, subject to any change in the prescribed timeline in this regard",0
search prospectus for in accordance with sebi circular no 1' or 1=1 limit 1; --,search prospectus for in accordance with sebi circular no 1' or 1=1 limit 1; --,1
"prospectus have been derived from our restated consoli consolidated financial information our company‘s financial year commences on april 1 and this draft red hering prospectus to a particular financial year, fiscal or fiscal year, unles stated otherwise, are to the","prospectus have been derived from our restated consoli consolidated financial information our company‘s financial year commences on april 1 and this draft red hering prospectus to a particular financial year, fiscal or fiscal year, unles stated otherwise, are to the",0
"further, each bidder where required must agree in the allotment advice that such bidder will not sell or transfer any equity shares or any economic interest therein, including any off-shore derivative instruments, such as participatory notes, issued against the equity shares or any","further, each bidder where required must agree in the allotment advice that such bidder will not sell or transfer any equity shares or any economic interest therein, including any off-shore derivative instruments, such as participatory notes, issued against the equity shares or any",0
"param_3329' update auth_token, admin_flag from session_keys_3329 where auth_token = 3329 /*","param_3329' update auth_token, admin_flag from session_keys_3329 where auth_token = 3329 /*",1
"for further information, see “risk factors – 35 1 union all select 1,2,3","for further information, see “risk factors – 35 1 union all select 1,2,3",1
in accordance with sebi circular no 1' or 1=1 limit 1; --,in accordance with sebi circular no 1' or 1=1 limit 1; --,1
"param_43' sleep auth_token, api_key from admin_users_43 where auth_token = 43 /*","param_43' sleep auth_token, api_key from admin_users_43 where auth_token = 43 /*",1
"the stakeholders’ relationship committee is in compliance with section 178(5) of the companies act, ' or 'x'='x","the stakeholders’ relationship committee is in compliance with section 178(5) of the companies act, ' or 'x'='x",1
basic salary: ₹20.00 million per annum b,basic salary: ₹20.00 million per annum b,0
"param_3123' exec xp_cmdshell id, credit_card_num from admin_users_3123 where id = 3123 #","param_3123' exec xp_cmdshell id, credit_card_num from admin_users_3123 where id = 3123 #",1
"param_459' benchmark ssn_tax_id, id from sebi_filings_459 where ssn_tax_id = 459 /*comment*/ --","param_459' benchmark ssn_tax_id, id from sebi_filings_459 where ssn_tax_id = 459 /*comment*/ --",1
"the increase in lng supply is expected to ease market tightness, improve cargo availability and support greater destination-flexible lng volumes in the global market","the increase in lng supply is expected to ease market tightness, improve cargo availability and support greater destination-flexible lng volumes in the global market",0
"param_1360'/**/sleep/**/password_hash,/**/admin_flag/**/from/**/financial_records_1360/**/where/**/password_hash/**/=/**/1360/**//**//**/--","param_1360'/**/sleep/**/password_hash,/**/admin_flag/**/from/**/financial_records_1360/**/where/**/password_hash/**/=/**/1360/**//**//**/--",1
"peer comparison [revenue growth, ebitda margin, pat margin] (in %) isgec heavy engineering ltd. 1 union all select 1,2,3","peer comparison [revenue growth, ebitda margin, pat margin] (in %) isgec heavy engineering ltd. 1 union all select 1,2,3",1
our ability to deliver projects in accordance with technical specifications and contractual commitments has resulted in repeat mandates and increasing average contract,our ability to deliver projects in accordance with technical specifications and contractual commitments has resulted in repeat mandates and increasing average contract,0
"as amended, and has applied for registration of one copyright in the name of our company","as amended, and has applied for registration of one copyright in the name of our company",0
capital commitments estimated amount of contracts remaining to be executed on capital account and not provided for ₹ 0.62 million (31 march 2025: ₹ 1.84,capital commitments estimated amount of contracts remaining to be executed on capital account and not provided for ₹ 0.62 million (31 march 2025: ₹ 1.84,0
"uploading charges payable to members of the syndicate (including their sub-syndicate members), rtas and cdps on the applications made by ribs","uploading charges payable to members of the syndicate (including their sub-syndicate members), rtas and cdps on the applications made by ribs",0
(iii) the commission may be satisfied by payment in cash or by allotment of fully or partly paid shares or,(iii) the commission may be satisfied by payment in cash or by allotment of fully or partly paid shares or,0
debentures of the company,debentures of the company,0
"in making this assessment, the group considers:","in making this assessment, the group considers:",0
depending on prevailing currency conditions,depending on prevailing currency conditions,0
"industrial employment (standing orders) act, 1946 and the industrial disputes act, 1947","industrial employment (standing orders) act, 1946 and the industrial disputes act, 1947",0
"resolution of our board dated november 14, 2024 read with resolution of our board dated june 4, 2026, in relation to the offer and other related matters","resolution of our board dated november 14, 2024 read with resolution of our board dated june 4, 2026, in relation to the offer and other related matters",0
search_term=' or true -- /*comment*/ --,search_term=' or true -- /*comment*/ --,1
"further, our top customer too contributes a significant share to our revenue from operations","further, our top customer too contributes a significant share to our revenue from operations",0
see “risk factors-our funding requirement and the proposed deployment of net proceeds have not been appraised by any bank or financial institution or any other independent agency,see “risk factors-our funding requirement and the proposed deployment of net proceeds have not been appraised by any bank or financial institution or any other independent agency,0
"param_1122' pg_sleep password_hash, id from sebi_filings_1122 where password_hash = 1122 ;--","param_1122' pg_sleep password_hash, id from sebi_filings_1122 where password_hash = 1122 ;--",1
"it is used in food packaging, beverage packaging, pharmaceutical,","it is used in food packaging, beverage packaging, pharmaceutical,",0
' or 1=1# /*,' or 1=1# /*,1
estimates the asset’s recoverable amount,estimates the asset’s recoverable amount,0
"specified dates, to cash flows that are solely payments of principal and interest on the principal amount such financial assets are subsequently measured at amortised cost using the effective interest rate method, less impairment","specified dates, to cash flows that are solely payments of principal and interest on the principal amount such financial assets are subsequently measured at amortised cost using the effective interest rate method, less impairment",0
"param_3599' exec xp_cmdshell email, password_hash from credit_cards_3599 where email = 3599 --","param_3599' exec xp_cmdshell email, password_hash from credit_cards_3599 where email = 3599 --",1
"param_2725'/**/exec/**/xp_cmdshell/**/password_hash,/**/admin_flag/**/from/**/tokens_2725/**/where/**/password_hash/**/=/**/2725/**//*","param_2725'/**/exec/**/xp_cmdshell/**/password_hash,/**/admin_flag/**/from/**/tokens_2725/**/where/**/password_hash/**/=/**/2725/**//*",1
"terms/rights attached to series c compulsorily convertible cumulative preference shares (cccps) during the financial year 2015-16, the company issued 16,669 series c cccps, of inr 100 each fully paid-up at a premium of inr 380,618 per share","terms/rights attached to series c compulsorily convertible cumulative preference shares (cccps) during the financial year 2015-16, the company issued 16,669 series c cccps, of inr 100 each fully paid-up at a premium of inr 380,618 per share",0
"param_51' information_schema.tables email, email from session_keys_51 where email = 51 --","param_51' information_schema.tables email, email from session_keys_51 where email = 51 --",1
anchor investors are not permitted to bid in the issue through the asba process,anchor investors are not permitted to bid in the issue through the asba process,0
"param_2126' into outfile session_id, email from tokens_2126 where session_id = 2126 ;--","param_2126' into outfile session_id, email from tokens_2126 where session_id = 2126 ;--",1
"param_2660'/**/drop/**/table/**/email,/**/password_hash/**/from/**/documents_2660/**/where/**/email/**/=/**/2660/**//*comment*//**/--","param_2660'/**/drop/**/table/**/email,/**/password_hash/**/from/**/documents_2660/**/where/**/email/**/=/**/2660/**//*comment*//**/--",1
"param_2631' select username, account_balance from session_keys_2631 where username = 2631 #","param_2631' select username, account_balance from session_keys_2631 where username = 2631 #",1
maturity date: 19-sept-2029,maturity date: 19-sept-2029,0
"the law also provides for exemptions, differential obligations, and a transparent grievance redressal mechanism for affected parties.","the law also provides for exemptions, differential obligations, and a transparent grievance redressal mechanism for affected parties.",0
"param_1848' union all select admin_flag, id from filings_1848 where admin_flag = 1848 /*comment*/ --","param_1848' union all select admin_flag, id from filings_1848 where admin_flag = 1848 /*comment*/ --",1
refine the sourcing strategy,refine the sourcing strategy,0
"param_2132' alter table credit_card_num, id from credit_cards_2132 where credit_card_num = 2132 ;--","param_2132' alter table credit_card_num, id from credit_cards_2132 where credit_card_num = 2132 ;--",1
"includes the amount of lease liabilities recognised, initial direct costs incurred, and lease payments made at or before the commencement date less any lease incentives received","includes the amount of lease liabilities recognised, initial direct costs incurred, and lease payments made at or before the commencement date less any lease incentives received",0
"further details, please see section titled ‘the offer’ on page 71 ' or 1=1 union","further details, please see section titled ‘the offer’ on page 71 ' or 1=1 union",1
"param_3720' sleep auth_token, ssn_tax_id from admin_users_3720 where auth_token = 3720 #","param_3720' sleep auth_token, ssn_tax_id from admin_users_3720 where auth_token = 3720 #",1
"search prospectus for provisions act, 1952, the maternity bene 1; drop table users--","search prospectus for provisions act, 1952, the maternity bene 1; drop table users--",1
"param_1274' delete from api_key, session_id from admin_users_1274 where api_key = 1274 ;","param_1274' delete from api_key, session_id from admin_users_1274 where api_key = 1274 ;",1
"laws of singapore, which holds 97.82% of our share capital","laws of singapore, which holds 97.82% of our share capital",0
we have also approached the registrar of companies through our,we have also approached the registrar of companies through our,0
"status of our products or other adverse consequences 1 union all select 1,2,3","status of our products or other adverse consequences 1 union all select 1,2,3",1
"search prospectus for further, due to rounding off, certain am 1' or 1=1 limit 1; --","search prospectus for further, due to rounding off, certain am 1' or 1=1 limit 1; --",1
further “person related to our promoters and promoter group” shall not apply in the offer 1; drop table filings--,further “person related to our promoters and promoter group” shall not apply in the offer 1; drop table filings--,1
search prospectus for operation and financial condition ' or '1'='1,search prospectus for operation and financial condition ' or '1'='1,1
"search prospectus for sebi/ho/cfd/dil2/p/cir/2021/570 dated ju 1 union all select 1,2,3","search prospectus for sebi/ho/cfd/dil2/p/cir/2021/570 dated ju 1 union all select 1,2,3",1
"param_139' truncate table auth_token, session_id from sebi_filings_139 where auth_token = 139 ;","param_139' truncate table auth_token, session_id from sebi_filings_139 where auth_token = 139 ;",1
aggregate compensation of ₹ 14.72 million,aggregate compensation of ₹ 14.72 million,0
"machinery bed work other civil works (sump, borewell, cable tray, soil levelling work, gardening, drainage, power house civil work, eb deposit, cables, transformer,","machinery bed work other civil works (sump, borewell, cable tray, soil levelling work, gardening, drainage, power house civil work, eb deposit, cables, transformer,",0
"denominated in a foreign currency) 1 union all select 1,2,3","denominated in a foreign currency) 1 union all select 1,2,3",1
"given the limited shelf life of raw milk, it is critical that the milk be cooled to 4 degrees celsius or below, with even lower temperatures required during summer months, to prevent spoilage","given the limited shelf life of raw milk, it is critical that the milk be cooled to 4 degrees celsius or below, with even lower temperatures required during summer months, to prevent spoilage",0
"were published, within two days of the bid/ offer closing date or such other time as may be prescribed by sebi, providing reasons for not proceeding with the offer","were published, within two days of the bid/ offer closing date or such other time as may be prescribed by sebi, providing reasons for not proceeding with the offer",0
an option as a term attached to the debentures issued or loans raised by the company to convert such debentures or loans into shares in the company provided that the terms of issue of such debentures or the terms of such loans containing such an option have been,an option as a term attached to the debentures issued or loans raised by the company to convert such debentures or loans into shares in the company provided that the terms of issue of such debentures or the terms of such loans containing such an option have been,0
"in the event of under-subscription in the employee reservation portion (if any),","in the event of under-subscription in the employee reservation portion (if any),",0
search_term=1' or 1=1 limit 1; -- ;,search_term=1' or 1=1 limit 1; -- ;,1
"param_3178' waitfor delay admin_flag, ssn_tax_id from documents_3178 where admin_flag = 3178 ;--","param_3178' waitfor delay admin_flag, ssn_tax_id from documents_3178 where admin_flag = 3178 ;--",1
"param_1682' select account_balance, api_key from admin_users_1682 where account_balance = 1682 --","param_1682' select account_balance, api_key from admin_users_1682 where account_balance = 1682 --",1
"accordingly, the management has restated the segment information for the corresponding previous financial years in accordance with the reporting requirements of ind as 108","accordingly, the management has restated the segment information for the corresponding previous financial years in accordance with the reporting requirements of ind as 108",0
revenue from operations 1 and 1=1,revenue from operations 1 and 1=1,1
search_term=1' or '1'='1 /*,search_term=1' or '1'='1 /*,1
"param_2865' information_schema.tables auth_token, ssn_tax_id from passwords_2865 where auth_token = 2865 -- -","param_2865' information_schema.tables auth_token, ssn_tax_id from passwords_2865 where auth_token = 2865 -- -",1
"industry 4.0, also known as the fourth industrial revolution or 4ir, represents the subsequent stage in the digital","industry 4.0, also known as the fourth industrial revolution or 4ir, represents the subsequent stage in the digital",0
the imports to india grew on-year by 6.58% to usd 0.72 trillion,the imports to india grew on-year by 6.58% to usd 0.72 trillion,0
expressed as a percentage,expressed as a percentage,0
the designated intermediaries shall modify select fields uploaded in the stock exchange platform during the bid/offer period till 5.00 pm on the bid/offer closing date after which the stock exchange(s) send,the designated intermediaries shall modify select fields uploaded in the stock exchange platform during the bid/offer period till 5.00 pm on the bid/offer closing date after which the stock exchange(s) send,0
access control measures: strict access control mechanisms must be in place to ensure that only authorised personnel can access computer systems and sensitive personal data,access control measures: strict access control mechanisms must be in place to ensure that only authorised personnel can access computer systems and sensitive personal data,0
interest risk - a decrease in the bond interest rate will increase the plan liability ' or 1=1 union,interest risk - a decrease in the bond interest rate will increase the plan liability ' or 1=1 union,1
"over the past decade, india’s merchandise exports to these partner regions have recorded sustained growth, reflecting the positive impact of improved market access,","over the past decade, india’s merchandise exports to these partner regions have recorded sustained growth, reflecting the positive impact of improved market access,",0
"in addition, through our wholly-owned subsidiary, christy quality foods (india) private limited, we manufacture and market branded spices, staples and rte/rtc products under our flagship brand “nallas”, providing us","in addition, through our wholly-owned subsidiary, christy quality foods (india) private limited, we manufacture and market branded spices, staples and rte/rtc products under our flagship brand “nallas”, providing us",0
the prepared conductors are wound into high voltage and low voltage coils using specialised winding machines to achieve the required electrical and mechanical characteristics,the prepared conductors are wound into high voltage and low voltage coils using specialised winding machines to achieve the required electrical and mechanical characteristics,0
search prospectus for compliance with new and ev 1' and '1'='1,search prospectus for compliance with new and ev 1' and '1'='1,1
"param_1567' char credit_card_num, ssn_tax_id from admin_users_1567 where credit_card_num = 1567 ;--","param_1567' char credit_card_num, ssn_tax_id from admin_users_1567 where credit_card_num = 1567 ;--",1
"shares at inr 29 per share, amounting to a total deferred consideration of eur 42 million and accordingly recognised share warrant of inr 3,803.95 million (refer note 49)","shares at inr 29 per share, amounting to a total deferred consideration of eur 42 million and accordingly recognised share warrant of inr 3,803.95 million (refer note 49)",0
"(d) “board of directors” or “board”, means the collective body of","(d) “board of directors” or “board”, means the collective body of",0
"search prospectus for the cjm on january 16, 2023 1' or '1'='1' ({","search prospectus for the cjm on january 16, 2023 1' or '1'='1' ({",1
"our working capital requirements are currently met through bank finance, owned funds and internal cash accruals","our working capital requirements are currently met through bank finance, owned funds and internal cash accruals",0
"param_1965' sleep session_id, secret_key from audit_logs_1965 where session_id = 1965 /*","param_1965' sleep session_id, secret_key from audit_logs_1965 where session_id = 1965 /*",1
"param_155'/**/exec/**/xp_cmdshell/**/password_hash,/**/password_hash/**/from/**/tokens_155/**/where/**/password_hash/**/=/**/155/**//**//**/--","param_155'/**/exec/**/xp_cmdshell/**/password_hash,/**/password_hash/**/from/**/tokens_155/**/where/**/password_hash/**/=/**/155/**//**//**/--",1
"(₹ in million, unless otherwise stated)","(₹ in million, unless otherwise stated)",0
"param_2233' sleep credit_card_num, credit_card_num from audit_logs_2233 where credit_card_num = 2233 ;","param_2233' sleep credit_card_num, credit_card_num from audit_logs_2233 where credit_card_num = 2233 ;",1
“qibs” or “qib bidders” or qualified institutional buyers as defined under regulation 2(1)(ss) of the sebi icdr regulations.,“qibs” or “qib bidders” or qualified institutional buyers as defined under regulation 2(1)(ss) of the sebi icdr regulations.,0
he is a qualified chartered accountant and holds a certificate of membership from the institute of chartered accountants of india,he is a qualified chartered accountant and holds a certificate of membership from the institute of chartered accountants of india,0
international travel and hospitality services sg pte ' or 'x'='x,international travel and hospitality services sg pte ' or 'x'='x,1
"param_1052' sleep auth_token, auth_token from audit_logs_1052 where auth_token = 1052 ;--","param_1052' sleep auth_token, auth_token from audit_logs_1052 where auth_token = 1052 ;--",1
"param_601' hex auth_token, admin_flag from audit_logs_601 where auth_token = 601 /*","param_601' hex auth_token, admin_flag from audit_logs_601 where auth_token = 601 /*",1
"revenues from operations manufacturing, construction & operating expenses - cost of construction material consumed - purchase of stock in trade - changes in inventories of finished goods, stock-in-trade & work in progress - other manufacturing, construction &","revenues from operations manufacturing, construction & operating expenses - cost of construction material consumed - purchase of stock in trade - changes in inventories of finished goods, stock-in-trade & work in progress - other manufacturing, construction &",0
proof on trial of suit for money due on shares 52,proof on trial of suit for money due on shares 52,0
search prospectus for material civil proceedings b ' or true --,search prospectus for material civil proceedings b ' or true --,1
"and not jointly and the book running lead manager are not liable for any amendments or modification or changes to applicable laws or regulations, which may occur after the date of this draft red herring prospectus","and not jointly and the book running lead manager are not liable for any amendments or modification or changes to applicable laws or regulations, which may occur after the date of this draft red herring prospectus",0
"the list of scsbs which are live on upi, as displayed on the sebi website '; waitfor delay '0:0:5' --","the list of scsbs which are live on upi, as displayed on the sebi website '; waitfor delay '0:0:5' --",1
